Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
6.089403e-08	5.674448691912391e-07	0.1	6.089403e-08	3.43317931e-08	0.1	6.089403e-08	6.6540115e-06	0.1	6.089403e-08	7.1838371e-10	0.1
7.27279e-08	5.406543150041999e-07	0.1	7.27279e-08	3.27116173e-08	0.1	7.27279e-08	6.3398553e-06	0.1	7.27279e-08	6.8448049e-10	0.1
8.72695e-08	5.09459583108375e-07	0.1	8.72695e-08	3.08245736e-08	0.1	8.72695e-08	5.9740598e-06	0.1	8.72695e-08	6.4499398e-10	0.1
1.073499e-07	4.6932012071797507e-07	0.1	1.073499e-07	2.8396260099999997e-08	0.1	1.073499e-07	5.5033765e-06	0.1	1.073499e-07	5.9418199e-10	0.1
1.333265e-07	4.2204947836243503e-07	0.1	1.333265e-07	2.55365292e-08	0.1	1.333265e-07	4.9490705e-06	0.1	1.333265e-07	5.3434252e-10	0.1
1.672616e-07	3.6739415165782996e-07	0.1	1.672616e-07	2.2230105600000002e-08	0.1	1.672616e-07	4.3081694000000005e-06	0.1	1.672616e-07	4.6515604999999996e-10	0.1
2.173068e-07	2.99438334291652e-07	0.1	2.173068e-07	1.8119151e-08	0.1	2.173068e-07	3.5113038999999995e-06	0.1	2.173068e-07	3.7913467e-10	0.1
2.67352e-07	2.4405225803725e-07	0.1	2.67352e-07	1.47686685e-08	0.1	2.67352e-07	2.8618319e-06	0.1	2.67352e-07	3.0902595e-10	0.1
3.173972e-07	1.9891084947772802e-07	0.1	3.173972e-07	1.2037965799999999e-08	0.1	3.173972e-07	2.3324905899999996e-06	0.1	3.173972e-07	2.51886071e-10	0.1
3.755545e-07	1.56832409937794e-07	0.1	3.755545e-07	9.4925976e-09	0.1	3.755545e-07	1.8390674300000001e-06	0.1	3.755545e-07	1.98624127e-10	0.1
4.357399e-07	1.22634899334129e-07	0.1	4.357399e-07	7.423974699999999e-09	0.1	4.357399e-07	1.4380568400000002e-06	0.1	4.357399e-07	1.55338177e-10	0.1
