Batch	m_SP	2	W1	Pr2	
1.014674000000e+36	1.131562000000e-01	1.000000000000e-01	1.014674000000e+36	4.434219000000e-01	1.000000000000e-01
1.091802000000e+36	9.897382000000e-02	1.000000000000e-01	1.091802000000e+36	4.505131000000e-01	1.000000000000e-01
1.161217000000e+36	8.785660000000e-02	1.000000000000e-01	1.161217000000e+36	4.560717000000e-01	1.000000000000e-01
1.188212000000e+36	8.390499000000e-02	1.000000000000e-01	1.188212000000e+36	4.580475000000e-01	1.000000000000e-01
1.207494000000e+36	8.119985000000e-02	1.000000000000e-01	1.207494000000e+36	4.594001000000e-01	1.000000000000e-01
1.217135000000e+36	7.988260000000e-02	1.000000000000e-01	1.217135000000e+36	4.600587000000e-01	1.000000000000e-01
1.224821000000e+36	7.884887000000e-02	1.000000000000e-01	1.224821000000e+36	4.605756000000e-01	1.000000000000e-01
1.231724000000e+36	7.793279000000e-02	1.000000000000e-01	1.231724000000e+36	4.610336000000e-01	1.000000000000e-01
1.241264000000e+36	7.668542000000e-02	1.000000000000e-01	1.241264000000e+36	4.616573000000e-01	1.000000000000e-01
1.256056000000e+36	7.479327000000e-02	1.000000000000e-01	1.256056000000e+36	4.626034000000e-01	1.000000000000e-01
1.280711000000e+36	7.174974000000e-02	1.000000000000e-01	1.280711000000e+36	4.641251000000e-01	1.000000000000e-01
1.318354000000e+36	6.735494000000e-02	1.000000000000e-01	1.318354000000e+36	4.663225000000e-01	1.000000000000e-01
1.361089000000e+36	6.270997000000e-02	1.000000000000e-01	1.361089000000e+36	4.686450000000e-01	1.000000000000e-01
1.424195000000e+36	5.646075000000e-02	1.000000000000e-01	1.424195000000e+36	4.717696000000e-01	1.000000000000e-01
1.487302000000e+36	5.086410000000e-02	1.000000000000e-01	1.487302000000e+36	4.745680000000e-01	1.000000000000e-01
1.550408000000e+36	4.584629000000e-02	1.000000000000e-01	1.550408000000e+36	4.770769000000e-01	1.000000000000e-01
1.607203000000e+36	4.177181000000e-02	1.000000000000e-01	1.607203000000e+36	4.791141000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155681000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155680000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155680000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155678000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610359000000e+36	4.155677000000e-02	1.000000000000e-01	1.610359000000e+36	4.792216000000e-01	1.000000000000e-01
1.610360000000e+36	4.155673000000e-02	1.000000000000e-01	1.610360000000e+36	4.792216000000e-01	1.000000000000e-01
1.610361000000e+36	4.155663000000e-02	1.000000000000e-01	1.610361000000e+36	4.792217000000e-01	1.000000000000e-01
1.610365000000e+36	4.155639000000e-02	1.000000000000e-01	1.610365000000e+36	4.792218000000e-01	1.000000000000e-01
1.610374000000e+36	4.155576000000e-02	1.000000000000e-01	1.610374000000e+36	4.792221000000e-01	1.000000000000e-01
1.610396000000e+36	4.155430000000e-02	1.000000000000e-01	1.610396000000e+36	4.792229000000e-01	1.000000000000e-01
1.610445000000e+36	4.155095000000e-02	1.000000000000e-01	1.610445000000e+36	4.792245000000e-01	1.000000000000e-01
1.610556000000e+36	4.154341000000e-02	1.000000000000e-01	1.610556000000e+36	4.792283000000e-01	1.000000000000e-01
1.610852000000e+36	4.152332000000e-02	1.000000000000e-01	1.610852000000e+36	4.792383000000e-01	1.000000000000e-01
1.611542000000e+36	4.147648000000e-02	1.000000000000e-01	1.611542000000e+36	4.792618000000e-01	1.000000000000e-01
1.612922000000e+36	4.138297000000e-02	1.000000000000e-01	1.612922000000e+36	4.793085000000e-01	1.000000000000e-01
1.615683000000e+36	4.119661000000e-02	1.000000000000e-01	1.615683000000e+36	4.794017000000e-01	1.000000000000e-01
1.621205000000e+36	4.082649000000e-02	1.000000000000e-01	1.621205000000e+36	4.795868000000e-01	1.000000000000e-01
1.631738000000e+36	4.013004000000e-02	1.000000000000e-01	1.631738000000e+36	4.799350000000e-01	1.000000000000e-01
1.646238000000e+36	3.919140000000e-02	1.000000000000e-01	1.646238000000e+36	4.804043000000e-01	1.000000000000e-01
1.660738000000e+36	3.827553000000e-02	1.000000000000e-01	1.660738000000e+36	4.808622000000e-01	1.000000000000e-01
1.680354000000e+36	3.707171000000e-02	1.000000000000e-01	1.680354000000e+36	4.814641000000e-01	1.000000000000e-01
1.710933000000e+36	3.527267000000e-02	1.000000000000e-01	1.710933000000e+36	4.823637000000e-01	1.000000000000e-01
1.754672000000e+36	3.285485000000e-02	1.000000000000e-01	1.754672000000e+36	4.835726000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104365000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789672000000e+36	3.104364000000e-02	1.000000000000e-01	1.789672000000e+36	4.844782000000e-01	1.000000000000e-01
1.789673000000e+36	3.104362000000e-02	1.000000000000e-01	1.789673000000e+36	4.844782000000e-01	1.000000000000e-01
1.789674000000e+36	3.104356000000e-02	1.000000000000e-01	1.789674000000e+36	4.844782000000e-01	1.000000000000e-01
1.789677000000e+36	3.104342000000e-02	1.000000000000e-01	1.789677000000e+36	4.844783000000e-01	1.000000000000e-01
1.789683000000e+36	3.104312000000e-02	1.000000000000e-01	1.789683000000e+36	4.844784000000e-01	1.000000000000e-01
1.789699000000e+36	3.104229000000e-02	1.000000000000e-01	1.789699000000e+36	4.844789000000e-01	1.000000000000e-01
1.789737000000e+36	3.104037000000e-02	1.000000000000e-01	1.789737000000e+36	4.844798000000e-01	1.000000000000e-01
1.789825000000e+36	3.103598000000e-02	1.000000000000e-01	1.789825000000e+36	4.844820000000e-01	1.000000000000e-01
1.790021000000e+36	3.102611000000e-02	1.000000000000e-01	1.790021000000e+36	4.844869000000e-01	1.000000000000e-01
1.790546000000e+36	3.099979000000e-02	1.000000000000e-01	1.790546000000e+36	4.845001000000e-01	1.000000000000e-01
1.791769000000e+36	3.093846000000e-02	1.000000000000e-01	1.791769000000e+36	4.845308000000e-01	1.000000000000e-01
1.794216000000e+36	3.081619000000e-02	1.000000000000e-01	1.794216000000e+36	4.845919000000e-01	1.000000000000e-01
1.799109000000e+36	3.057314000000e-02	1.000000000000e-01	1.799109000000e+36	4.847134000000e-01	1.000000000000e-01
1.808896000000e+36	3.009293000000e-02	1.000000000000e-01	1.808896000000e+36	4.849535000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009240000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808907000000e+36	3.009238000000e-02	1.000000000000e-01	1.808907000000e+36	4.849538000000e-01	1.000000000000e-01
1.808908000000e+36	3.009234000000e-02	1.000000000000e-01	1.808908000000e+36	4.849538000000e-01	1.000000000000e-01
1.808910000000e+36	3.009223000000e-02	1.000000000000e-01	1.808910000000e+36	4.849539000000e-01	1.000000000000e-01
1.808915000000e+36	3.009199000000e-02	1.000000000000e-01	1.808915000000e+36	4.849540000000e-01	1.000000000000e-01
1.808929000000e+36	3.009133000000e-02	1.000000000000e-01	1.808929000000e+36	4.849543000000e-01	1.000000000000e-01
1.808969000000e+36	3.008939000000e-02	1.000000000000e-01	1.808969000000e+36	4.849553000000e-01	1.000000000000e-01
1.809058000000e+36	3.008503000000e-02	1.000000000000e-01	1.809058000000e+36	4.849575000000e-01	1.000000000000e-01
1.809297000000e+36	3.007341000000e-02	1.000000000000e-01	1.809297000000e+36	4.849633000000e-01	1.000000000000e-01
1.809855000000e+36	3.004631000000e-02	1.000000000000e-01	1.809855000000e+36	4.849768000000e-01	1.000000000000e-01
1.811129000000e+36	2.998448000000e-02	1.000000000000e-01	1.811129000000e+36	4.850078000000e-01	1.000000000000e-01
1.813995000000e+36	2.984582000000e-02	1.000000000000e-01	1.813995000000e+36	4.850771000000e-01	1.000000000000e-01
1.819728000000e+36	2.957047000000e-02	1.000000000000e-01	1.819728000000e+36	4.852148000000e-01	1.000000000000e-01
1.831194000000e+36	2.902760000000e-02	1.000000000000e-01	1.831194000000e+36	4.854862000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878962000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878961000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878960000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836291000000e+36	2.878958000000e-02	1.000000000000e-01	1.836291000000e+36	4.856052000000e-01	1.000000000000e-01
1.836292000000e+36	2.878954000000e-02	1.000000000000e-01	1.836292000000e+36	4.856052000000e-01	1.000000000000e-01
1.836294000000e+36	2.878944000000e-02	1.000000000000e-01	1.836294000000e+36	4.856053000000e-01	1.000000000000e-01
1.836299000000e+36	2.878921000000e-02	1.000000000000e-01	1.836299000000e+36	4.856054000000e-01	1.000000000000e-01
1.836311000000e+36	2.878869000000e-02	1.000000000000e-01	1.836311000000e+36	4.856057000000e-01	1.000000000000e-01
1.836340000000e+36	2.878730000000e-02	1.000000000000e-01	1.836340000000e+36	4.856063000000e-01	1.000000000000e-01
1.836410000000e+36	2.878406000000e-02	1.000000000000e-01	1.836410000000e+36	4.856080000000e-01	1.000000000000e-01
1.836569000000e+36	2.877666000000e-02	1.000000000000e-01	1.836569000000e+36	4.856117000000e-01	1.000000000000e-01
1.836928000000e+36	2.876001000000e-02	1.000000000000e-01	1.836928000000e+36	4.856200000000e-01	1.000000000000e-01
1.837724000000e+36	2.872305000000e-02	1.000000000000e-01	1.837724000000e+36	4.856385000000e-01	1.000000000000e-01
1.839316000000e+36	2.864927000000e-02	1.000000000000e-01	1.839316000000e+36	4.856754000000e-01	1.000000000000e-01
1.842501000000e+36	2.850229000000e-02	1.000000000000e-01	1.842501000000e+36	4.857489000000e-01	1.000000000000e-01
1.848872000000e+36	2.821066000000e-02	1.000000000000e-01	1.848872000000e+36	4.858947000000e-01	1.000000000000e-01
1.861612000000e+36	2.763655000000e-02	1.000000000000e-01	1.861612000000e+36	4.861817000000e-01	1.000000000000e-01
1.874352000000e+36	2.707444000000e-02	1.000000000000e-01	1.874352000000e+36	4.864628000000e-01	1.000000000000e-01
1.887092000000e+36	2.652405000000e-02	1.000000000000e-01	1.887092000000e+36	4.867380000000e-01	1.000000000000e-01
1.899832000000e+36	2.598514000000e-02	1.000000000000e-01	1.899832000000e+36	4.870074000000e-01	1.000000000000e-01
1.912572000000e+36	2.545744000000e-02	1.000000000000e-01	1.912572000000e+36	4.872713000000e-01	1.000000000000e-01
1.925313000000e+36	2.494073000000e-02	1.000000000000e-01	1.925313000000e+36	4.875296000000e-01	1.000000000000e-01
1.938053000000e+36	2.443475000000e-02	1.000000000000e-01	1.938053000000e+36	4.877826000000e-01	1.000000000000e-01
1.950793000000e+36	2.393928000000e-02	1.000000000000e-01	1.950793000000e+36	4.880304000000e-01	1.000000000000e-01
1.963533000000e+36	2.345408000000e-02	1.000000000000e-01	1.963533000000e+36	4.882730000000e-01	1.000000000000e-01
1.976273000000e+36	2.297894000000e-02	1.000000000000e-01	1.976273000000e+36	4.885105000000e-01	1.000000000000e-01
1.989013000000e+36	2.251363000000e-02	1.000000000000e-01	1.989013000000e+36	4.887432000000e-01	1.000000000000e-01
2.001754000000e+36	2.205795000000e-02	1.000000000000e-01	2.001754000000e+36	4.889710000000e-01	1.000000000000e-01
2.014494000000e+36	2.161169000000e-02	1.000000000000e-01	2.014494000000e+36	4.891942000000e-01	1.000000000000e-01
2.027234000000e+36	2.117464000000e-02	1.000000000000e-01	2.027234000000e+36	4.894127000000e-01	1.000000000000e-01
2.039974000000e+36	2.074661000000e-02	1.000000000000e-01	2.039974000000e+36	4.896267000000e-01	1.000000000000e-01
2.052714000000e+36	2.032741000000e-02	1.000000000000e-01	2.052714000000e+36	4.898363000000e-01	1.000000000000e-01
2.065454000000e+36	1.991684000000e-02	1.000000000000e-01	2.065454000000e+36	4.900416000000e-01	1.000000000000e-01
2.078195000000e+36	1.951472000000e-02	1.000000000000e-01	2.078195000000e+36	4.902426000000e-01	1.000000000000e-01
2.090935000000e+36	1.912088000000e-02	1.000000000000e-01	2.090935000000e+36	4.904396000000e-01	1.000000000000e-01
2.103675000000e+36	1.873513000000e-02	1.000000000000e-01	2.103675000000e+36	4.906324000000e-01	1.000000000000e-01
2.116415000000e+36	1.835730000000e-02	1.000000000000e-01	2.116415000000e+36	4.908214000000e-01	1.000000000000e-01
2.129155000000e+36	1.798722000000e-02	1.000000000000e-01	2.129155000000e+36	4.910064000000e-01	1.000000000000e-01
2.141896000000e+36	1.762474000000e-02	1.000000000000e-01	2.141896000000e+36	4.911876000000e-01	1.000000000000e-01
2.154636000000e+36	1.726968000000e-02	1.000000000000e-01	2.154636000000e+36	4.913652000000e-01	1.000000000000e-01
2.167376000000e+36	1.692190000000e-02	1.000000000000e-01	2.167376000000e+36	4.915391000000e-01	1.000000000000e-01
2.180116000000e+36	1.658123000000e-02	1.000000000000e-01	2.180116000000e+36	4.917094000000e-01	1.000000000000e-01
2.192856000000e+36	1.624753000000e-02	1.000000000000e-01	2.192856000000e+36	4.918762000000e-01	1.000000000000e-01
2.205596000000e+36	1.592065000000e-02	1.000000000000e-01	2.205596000000e+36	4.920397000000e-01	1.000000000000e-01
2.218337000000e+36	1.560045000000e-02	1.000000000000e-01	2.218337000000e+36	4.921998000000e-01	1.000000000000e-01
2.231077000000e+36	1.528679000000e-02	1.000000000000e-01	2.231077000000e+36	4.923566000000e-01	1.000000000000e-01
2.243817000000e+36	1.497952000000e-02	1.000000000000e-01	2.243817000000e+36	4.925102000000e-01	1.000000000000e-01
2.256557000000e+36	1.467852000000e-02	1.000000000000e-01	2.256557000000e+36	4.926607000000e-01	1.000000000000e-01
2.269297000000e+36	1.438366000000e-02	1.000000000000e-01	2.269297000000e+36	4.928082000000e-01	1.000000000000e-01
2.282037000000e+36	1.409480000000e-02	1.000000000000e-01	2.282037000000e+36	4.929526000000e-01	1.000000000000e-01
2.294778000000e+36	1.381182000000e-02	1.000000000000e-01	2.294778000000e+36	4.930941000000e-01	1.000000000000e-01
2.307518000000e+36	1.353460000000e-02	1.000000000000e-01	2.307518000000e+36	4.932327000000e-01	1.000000000000e-01
2.320258000000e+36	1.326301000000e-02	1.000000000000e-01	2.320258000000e+36	4.933685000000e-01	1.000000000000e-01
2.332998000000e+36	1.299695000000e-02	1.000000000000e-01	2.332998000000e+36	4.935015000000e-01	1.000000000000e-01
2.345738000000e+36	1.273628000000e-02	1.000000000000e-01	2.345738000000e+36	4.936319000000e-01	1.000000000000e-01
2.358478000000e+36	1.248091000000e-02	1.000000000000e-01	2.358478000000e+36	4.937595000000e-01	1.000000000000e-01
2.373257000000e+36	1.219117000000e-02	1.000000000000e-01	2.373257000000e+36	4.939044000000e-01	1.000000000000e-01
2.388546000000e+36	1.189859000000e-02	1.000000000000e-01	2.388546000000e+36	4.940507000000e-01	1.000000000000e-01
2.403834000000e+36	1.161311000000e-02	1.000000000000e-01	2.403834000000e+36	4.941934000000e-01	1.000000000000e-01
2.419123000000e+36	1.133456000000e-02	1.000000000000e-01	2.419123000000e+36	4.943327000000e-01	1.000000000000e-01
2.434411000000e+36	1.106276000000e-02	1.000000000000e-01	2.434411000000e+36	4.944686000000e-01	1.000000000000e-01
2.449700000000e+36	1.079755000000e-02	1.000000000000e-01	2.449700000000e+36	4.946012000000e-01	1.000000000000e-01
2.464988000000e+36	1.053876000000e-02	1.000000000000e-01	2.464988000000e+36	4.947306000000e-01	1.000000000000e-01
2.480277000000e+36	1.028624000000e-02	1.000000000000e-01	2.480277000000e+36	4.948569000000e-01	1.000000000000e-01
2.495565000000e+36	1.003983000000e-02	1.000000000000e-01	2.495565000000e+36	4.949801000000e-01	1.000000000000e-01
